ID_NODO_ORIGEN;ID_NODO_DESTINO;COORDENADA_X_x;COORDENADA_Y_x;COORDENADA_X_y;COORDENADA_Y_y
2997;2410;3023;41.0;30.0;35.0;30.0
2998;2410;213;41.0;30.0;38.0;30.0
2999;2410;3711;41.0;30.0;41.0;29.0
3000;2411;2378;76.0;85.0;69.0;85.0
3001;2411;3097;76.0;85.0;72.0;85.0
3002;2411;2411;76.0;85.0;76.0;85.0
3003;2411;3306;76.0;85.0;76.0;83.0
3004;2411;3537;76.0;85.0;77.0;86.0
3005;2412;615;21.0;39.0;26.0;39.0
3006;2412;3670;21.0;39.0;21.0;41.0
3007;2412;2412;21.0;39.0;21.0;39.0
3008;2412;2825;21.0;39.0;18.0;39.0
3009;2412;3714;21.0;39.0;23.0;39.0
3010;2412;4348;21.0;39.0;20.0;40.0
3011;2412;4503;21.0;39.0;19.0;39.0
3012;2413;2256;69.0;60.0;73.0;60.0
3013;2413;2725;69.0;60.0;69.0;54.0
3014;2413;3081;69.0;60.0;63.0;60.0
3015;2413;2373;69.0;60.0;74.0;60.0
3016;2414;2200;37.0;90.0;37.0;94.0
3017;2414;2939;37.0;90.0;37.0;95.0
3018;2414;2414;37.0;90.0;37.0;90.0
3019;2414;2780;37.0;90.0;38.0;90.0
3020;2414;3204;37.0;90.0;39.0;90.0
3021;2414;3272;37.0;90.0;36.0;90.0
3022;2414;3559;37.0;90.0;35.0;90.0
3023;2414;3710;37.0;90.0;37.0;92.0
3024;2414;4083;37.0;90.0;36.0;91.0
3025;2414;4099;37.0;90.0;37.0;87.0
3026;2414;4276;37.0;90.0;40.0;90.0
3027;2415;2330;78.0;19.0;78.0;18.0
3028;2415;2791;78.0;19.0;78.0;20.0
3029;2415;2144;78.0;19.0;78.0;23.0
3030;2415;2403;78.0;19.0;79.0;19.0
3031;2416;739;40.0;72.0;40.0;69.0
3032;2416;730;40.0;72.0;40.0;66.0
3033;2416;2854;40.0;72.0;39.0;72.0
3034;2416;2416;40.0;72.0;40.0;72.0
3035;2416;3895;40.0;72.0;40.0;73.0
3036;2417;2289;88.0;71.0;88.0;64.0
3037;2417;2468;88.0;71.0;88.0;73.0
3038;2417;3358;88.0;71.0;81.0;71.0
3039;2417;2417;88.0;71.0;88.0;71.0
3040;2417;2561;88.0;71.0;89.0;70.0
3041;2417;3166;88.0;71.0;88.0;68.0
3042;2417;3223;88.0;71.0;87.0;70.0
3043;2417;3983;88.0;71.0;88.0;67.0
3044;2417;4229;88.0;71.0;88.0;75.0
3045;2418;2329;72.0;71.0;68.0;71.0
3046;2418;2356;72.0;71.0;72.0;67.0
3047;2418;2880;72.0;71.0;73.0;71.0
3048;2418;3927;72.0;71.0;72.0;65.0
3049;2419;294;73.0;49.0;73.0;45.0
3050;2419;2847;73.0;49.0;75.0;49.0
3051;2419;3494;73.0;49.0;73.0;54.0
3052;2419;2864;73.0;49.0;73.0;47.0
3053;2420;2285;30.0;32.0;36.0;32.0
3054;2420;3091;30.0;32.0;30.0;36.0
3055;2420;3883;30.0;32.0;30.0;33.0
3056;2420;4415;30.0;32.0;27.0;32.0
3057;2421;414;97.0;46.0;92.0;46.0
3058;2421;3174;97.0;46.0;98.0;46.0
3059;2421;2421;97.0;46.0;97.0;46.0
3060;2421;2745;97.0;46.0;96.0;47.0
3061;2421;2946;97.0;46.0;100.0;46.0
3062;2421;3975;97.0;46.0;97.0;45.0
3063;2421;4022;97.0;46.0;96.0;46.0
3064;2421;4267;97.0;46.0;94.0;46.0
3065;2421;4358;97.0;46.0;99.0;46.0
3066;2422;2385;41.0;96.0;41.0;94.0
3067;2422;4162;41.0;96.0;41.0;101.0
3068;2422;4439;41.0;96.0;41.0;100.0
3069;2422;2422;41.0;96.0;41.0;96.0
3070;2422;3258;41.0;96.0;40.0;97.0
3071;2422;3944;41.0;96.0;39.0;96.0
3072;2422;4181;41.0;96.0;41.0;95.0
3073;2422;4468;41.0;96.0;40.0;96.0
3074;2423;300;47.0;29.0;40.0;29.0
3075;2423;2640;47.0;29.0;47.0;35.0
3076;2423;2402;47.0;29.0;47.0;23.0
3077;2423;3460;47.0;29.0;47.0;28.0
3078;2424;2266;53.0;23.0;53.0;22.0
3079;2424;2915;53.0;23.0;46.0;23.0
3080;2424;235;53.0;23.0;57.0;23.0
3081;2424;2424;53.0;23.0;53.0;23.0
3082;2424;3650;53.0;23.0;55.0;23.0
3083;2424;3968;53.0;23.0;54.0;24.0
3084;2424;4373;53.0;23.0;53.0;21.0
3085;2425;240;41.0;61.0;41.0;60.0
3086;2425;276;41.0;61.0;41.0;66.0
3087;2425;2670;41.0;61.0;41.0;62.0
3088;2425;3077;41.0;61.0;40.0;61.0
3089;2426;2353;20.0;27.0;25.0;27.0
3090;2426;3015;20.0;27.0;22.0;27.0
3091;2426;3345;20.0;27.0;13.0;27.0
3092;2426;3940;20.0;27.0;14.0;27.0
3093;2427;122;39.0;26.0;39.0;28.0
3094;2427;2427;39.0;26.0;39.0;26.0
3095;2427;2756;39.0;26.0;42.0;26.0
3096;2427;3795;39.0;26.0;40.0;25.0
3097;2427;3955;39.0;26.0;39.0;23.0
3098;2427;4188;39.0;26.0;40.0;27.0
3099;2427;4255;39.0;26.0;41.0;26.0
3100;2427;4509;39.0;26.0;40.0;26.0
3101;2428;786;93.0;41.0;93.0;47.0
3102;2428;3079;93.0;41.0;97.0;41.0
3103;2428;2845;93.0;41.0;99.0;41.0
3104;2428;2428;93.0;41.0;93.0;41.0
3105;2428;3591;93.0;41.0;89.0;41.0
3106;2428;3986;93.0;41.0;93.0;43.0
3107;2429;2221;37.0;23.0;34.0;23.0
3108;2429;2738;37.0;23.0;33.0;23.0
3109;2429;2843;37.0;23.0;37.0;25.0
3110;2429;3625;37.0;23.0;37.0;22.0
3111;2430;2258;19.0;53.0;19.0;54.0
3112;2430;3099;19.0;53.0;24.0;53.0
3113;2430;2675;19.0;53.0;19.0;60.0
3114;2430;2430;19.0;53.0;19.0;53.0
3115;2430;2486;19.0;53.0;19.0;55.0
3116;2430;3262;19.0;53.0;20.0;52.0
3117;2430;3489;19.0;53.0;19.0;52.0
3118;2431;2396;33.0;33.0;33.0;32.0
3119;2431;2484;33.0;33.0;28.0;33.0
3120;2431;3192;33.0;33.0;32.0;33.0
3121;2431;3781;33.0;33.0;33.0;37.0
3122;2431;3018;33.0;33.0;33.0;31.0
3123;2432;2150;13.0;-31.0;18.0;-31.0
3124;2432;2575;13.0;-31.0;13.0;-29.0
3125;2432;3163;13.0;-31.0;13.0;-28.0
3126;2432;3507;13.0;-31.0;13.0;-37.0
3127;2433;1200;138.0;-15.0;138.0;-22.0
3128;2433;2433;138.0;-15.0;138.0;-15.0
3129;2434;2133;35.0;17.0;29.0;17.0
3130;2434;2566;35.0;17.0;35.0;24.0
3131;2434;3036;35.0;17.0;36.0;17.0
3132;2434;2232;35.0;17.0;37.0;17.0
3133;2435;357;56.0;27.0;56.0;20.0
3134;2435;4287;56.0;27.0;52.0;27.0
3135;2435;2663;56.0;27.0;56.0;21.0
3136;2435;2435;56.0;27.0;56.0;27.0
3137;2436;1050;89.0;30.0;89.0;27.0
3138;2436;2967;89.0;30.0;84.0;30.0
3139;2436;2545;89.0;30.0;82.0;30.0
3140;2436;2317;89.0;30.0;87.0;30.0
3141;2437;2379;46.0;87.0;46.0;89.0
3142;2437;324;46.0;87.0;43.0;87.0
3143;2437;2437;46.0;87.0;46.0;87.0
3144;2437;2799;46.0;87.0;46.0;84.0
3145;2437;3808;46.0;87.0;44.0;87.0
3146;2437;3836;46.0;87.0;46.0;86.0
3147;2437;3856;46.0;87.0;46.0;83.0
3148;2437;4477;46.0;87.0;47.0;87.0
3149;2437;4515;46.0;87.0;46.0;91.0
3150;2438;567;66.0;55.0;66.0;56.0
3151;2438;2438;66.0;55.0;66.0;55.0
3152;2438;3385;66.0;55.0;65.0;55.0
3153;2439;2221;34.0;19.0;34.0;23.0
3154;2439;2458;34.0;19.0;34.0;22.0
3155;2439;2593;34.0;19.0;34.0;18.0
3156;2439;3510;34.0;19.0;34.0;26.0
3157;2440;2360;19.0;44.0;19.0;46.0
3158;2440;3833;19.0;44.0;14.0;44.0
3159;2440;4388;19.0;44.0;19.0;37.0
3160;2440;2440;19.0;44.0;19.0;44.0
3161;2440;4335;19.0;44.0;19.0;48.0
3162;2440;4357;19.0;44.0;16.0;44.0
3163;2441;845;83.0;26.0;90.0;26.0
3164;2441;2408;83.0;26.0;83.0;25.0
3165;2441;3446;83.0;26.0;83.0;20.0
3166;2441;4145;83.0;26.0;83.0;33.0
3167;2442;2282;99.0;49.0;99.0;47.0
3168;2442;2587;99.0;49.0;99.0;44.0
3169;2442;3966;99.0;49.0;99.0;42.0
3170;2442;2304;99.0;49.0;99.0;52.0
3171;2443;848;103.0;84.0;109.0;84.0
3172;2443;2884;103.0;84.0;110.0;84.0
3173;2443;2443;103.0;84.0;103.0;84.0
3174;2443;2830;103.0;84.0;100.0;84.0
3175;2443;3573;103.0;84.0;99.0;84.0
3176;2443;3953;103.0;84.0;103.0;81.0
3177;2443;4391;103.0;84.0;107.0;84.0
3178;2444;2255;84.0;38.0;84.0;34.0
3179;2444;2451;84.0;38.0;79.0;38.0
3180;2444;2465;84.0;38.0;84.0;41.0
3181;2444;3562;84.0;38.0;81.0;38.0
3182;2445;927;89.0;80.0;89.0;84.0
3183;2445;2611;89.0;80.0;89.0;73.0
3184;2445;2759;89.0;80.0;92.0;80.0
3185;2445;3399;89.0;80.0;89.0;78.0
3186;2446;2289;85.0;64.0;88.0;64.0
3187;2446;3806;85.0;64.0;85.0;57.0
3188;2446;2268;85.0;64.0;84.0;64.0
3189;2446;2446;85.0;64.0;85.0;64.0
3190;2446;2973;85.0;64.0;85.0;68.0
3191;2446;3615;85.0;64.0;85.0;65.0
3192;2446;4038;85.0;64.0;85.0;60.0
3193;2447;379;46.0;40.0;46.0;33.0
3194;2447;2546;46.0;40.0;46.0;34.0
3195;2447;3241;46.0;40.0;42.0;40.0
3196;2447;3938;46.0;40.0;51.0;40.0
3197;2448;2214;89.0;68.0;83.0;68.0
3198;2448;2104;89.0;68.0;84.0;68.0
3199;2448;2514;89.0;68.0;89.0;67.0
3200;2448;2973;89.0;68.0;85.0;68.0
3201;2449;450;69.0;44.0;69.0;51.0
3202;2449;3672;69.0;44.0;64.0;44.0
3203;2449;4190;69.0;44.0;69.0;47.0
3204;2449;2449;69.0;44.0;69.0;44.0
3205;2449;2989;69.0;44.0;71.0;44.0
3206;2449;3293;69.0;44.0;73.0;44.0
3207;2449;3760;69.0;44.0;69.0;46.0
3208;2449;4235;69.0;44.0;66.0;44.0
3209;2449;4495;69.0;44.0;70.0;44.0
3210;2450;46;39.0;52.0;40.0;52.0
3211;2450;118;39.0;52.0;39.0;47.0
3212;2450;2450;39.0;52.0;39.0;52.0
3213;2450;4472;39.0;52.0;37.0;52.0
3214;2451;2444;79.0;38.0;84.0;38.0
3215;2451;2717;79.0;38.0;79.0;33.0
3216;2451;257;79.0;38.0;79.0;35.0
3217;2451;2498;79.0;38.0;72.0;38.0
3218;2452;2401;50.0;48.0;51.0;48.0
3219;2452;510;50.0;48.0;44.0;48.0
3220;2452;2452;50.0;48.0;50.0;48.0
3221;2452;3094;50.0;48.0;53.0;48.0
3222;2452;3813;50.0;48.0;46.0;48.0
3223;2453;2380;25.0;53.0;29.0;53.0
3224;2453;3177;25.0;53.0;25.0;51.0
3225;2453;4142;25.0;53.0;28.0;53.0
3226;2453;672;25.0;53.0;25.0;57.0
3227;2454;2341;69.0;68.0;69.0;61.0
3228;2454;2651;69.0;68.0;70.0;68.0
3229;2454;2842;69.0;68.0;69.0;69.0
3230;2454;2920;69.0;68.0;69.0;65.0
3231;2455;249;72.0;48.0;72.0;43.0
3232;2455;3949;72.0;48.0;75.0;48.0
3233;2455;2228;72.0;48.0;71.0;49.0
3234;2455;2455;72.0;48.0;72.0;48.0
3235;2455;3564;72.0;48.0;73.0;48.0
3236;2455;3754;72.0;48.0;71.0;47.0
3237;2455;4133;72.0;48.0;68.0;48.0
3238;2455;4232;72.0;48.0;70.0;48.0
3239;2456;369;46.0;74.0;46.0;79.0
3240;2456;3115;46.0;74.0;45.0;74.0
3241;2456;2521;46.0;74.0;53.0;74.0
3242;2456;2212;46.0;74.0;47.0;74.0
3243;2457;374;64.0;59.0;64.0;60.0
3244;2457;116;64.0;59.0;64.0;54.0
3245;2457;2718;64.0;59.0;68.0;59.0
3246;2457;3984;64.0;59.0;64.0;66.0
3247;2458;2439;34.0;22.0;34.0;19.0
3248;2458;2458;34.0;22.0;34.0;22.0
3249;2458;2524;34.0;22.0;31.0;22.0
3250;2458;2593;34.0;22.0;34.0;18.0
3251;2458;2738;34.0;22.0;33.0;23.0
3252;2458;3314;34.0;22.0;35.0;22.0
3253;2458;3510;34.0;22.0;34.0;26.0
3254;2458;3625;34.0;22.0;37.0;22.0
3255;2458;4094;34.0;22.0;33.0;21.0
3256;2459;2247;60.0;35.0;57.0;35.0
3257;2459;2365;60.0;35.0;60.0;39.0
3258;2459;2459;60.0;35.0;60.0;35.0
3259;2460;2385;41.0;93.0;41.0;94.0
3260;2460;2686;41.0;93.0;41.0;86.0
3261;2460;2770;41.0;93.0;41.0;90.0
3262;2460;2890;41.0;93.0;36.0;93.0
3263;2460;2674;41.0;93.0;39.0;93.0
3264;2461;65;41.0;48.0;41.0;46.0
3265;2461;3447;41.0;48.0;41.0;41.0
3266;2461;2174;41.0;48.0;40.0;48.0
3267;2461;2461;41.0;48.0;41.0;48.0
3268;2461;4007;41.0;48.0;42.0;47.0
3269;2461;4105;41.0;48.0;45.0;48.0
3270;2462;247;51.0;43.0;51.0;41.0
3271;2462;3536;51.0;43.0;44.0;43.0
3272;2462;2462;51.0;43.0;51.0;43.0
3273;2462;2520;51.0;43.0;51.0;44.0
3274;2462;3699;51.0;43.0;52.0;43.0
3275;2462;3706;51.0;43.0;52.0;44.0
3276;2462;3938;51.0;43.0;51.0;40.0
3277;2462;3976;51.0;43.0;48.0;43.0
3278;2463;428;93.0;46.0;93.0;49.0
3279;2463;2946;93.0;46.0;100.0;46.0
3280;2463;3986;93.0;46.0;93.0;43.0
3281;2463;2333;93.0;46.0;94.0;45.0
3282;2464;2237;22.0;68.0;19.0;68.0
3283;2464;2923;22.0;68.0;25.0;68.0
3284;2464;4413;22.0;68.0;15.0;68.0
3285;2464;2306;22.0;68.0;23.0;68.0
3286;2465;2444;84.0;41.0;84.0;38.0
3287;2465;1718;84.0;41.0;84.0;39.0
3288;2465;2507;84.0;41.0;88.0;41.0
3289;2465;2309;84.0;41.0;84.0;36.0
3290;2466;2153;27.0;1.0;20.0;1.0
3291;2466;2648;27.0;1.0;27.0;-3.0
3292;2466;2758;27.0;1.0;33.0;1.0
3293;2466;3786;27.0;1.0;25.0;1.0
3294;2467;413;79.0;50.0;79.0;49.0
3295;2467;2696;79.0;50.0;79.0;47.0
3296;2467;3226;79.0;50.0;79.0;56.0
3297;2467;3301;79.0;50.0;83.0;50.0
3298;2468;2417;88.0;73.0;88.0;71.0
3299;2468;2468;88.0;73.0;88.0;73.0
3300;2468;2611;88.0;73.0;89.0;73.0
3301;2468;4229;88.0;73.0;88.0;75.0
3302;2469;836;131.0;1.0;131.0;8.0
3303;2469;2513;131.0;1.0;138.0;1.0
3304;2469;2469;131.0;1.0;131.0;1.0
3305;2469;2809;131.0;1.0;131.0;3.0
3306;2469;3187;131.0;1.0;132.0;2.0
3307;2469;3305;131.0;1.0;131.0;-2.0
3308;2470;2106;76.0;69.0;76.0;75.0
3309;2470;2470;76.0;69.0;76.0;69.0
3310;2470;3412;76.0;69.0;80.0;69.0
3311;2470;3525;76.0;69.0;76.0;66.0
3312;2470;3589;76.0;69.0;73.0;69.0
3313;2470;3991;76.0;69.0;76.0;68.0
3314;2471;210;-1.0;30.0;2.0;30.0
3315;2471;3841;-1.0;30.0;5.0;30.0
3316;2471;4280;-1.0;30.0;-1.0;28.0
3317;2471;2471;-1.0;30.0;-1.0;30.0
3318;2471;4131;-1.0;30.0;-1.0;27.0
3319;2472;179;93.0;70.0;90.0;70.0
3320;2472;2783;93.0;70.0;93.0;72.0
3321;2472;3569;93.0;70.0;93.0;74.0
3322;2472;4240;93.0;70.0;93.0;68.0
3323;2473;947;68.0;82.0;68.0;79.0
3324;2473;2517;68.0;82.0;68.0;77.0
3325;2473;2092;68.0;82.0;67.0;82.0
3326;2473;2473;68.0;82.0;68.0;82.0
3327;2473;3513;68.0;82.0;66.0;82.0
3328;2474;2151;20.0;-25.0;20.0;-20.0
3329;2474;2583;20.0;-25.0;17.0;-25.0
3330;2474;2855;20.0;-25.0;20.0;-26.0
3331;2474;3557;20.0;-25.0;23.0;-25.0
3332;2475;109;59.0;18.0;59.0;16.0
3333;2475;2572;59.0;18.0;58.0;18.0
3334;2475;2805;59.0;18.0;59.0;22.0
3335;2475;4098;59.0;18.0;65.0;18.0
3336;2476;631;34.0;58.0;40.0;58.0
3337;2476;2476;34.0;58.0;34.0;58.0
3338;2476;3363;34.0;58.0;35.0;57.0
3339;2476;3499;34.0;58.0;34.0;56.0
3340;2477;2251;94.0;54.0;97.0;54.0
3341;2477;2242;94.0;54.0;94.0;52.0
3342;2477;2477;94.0;54.0;94.0;54.0
3343;2477;3439;94.0;54.0;98.0;54.0
3344;2477;3570;94.0;54.0;96.0;54.0
3345;2478;2211;56.0;74.0;56.0;68.0
3346;2478;2904;56.0;74.0;49.0;74.0
3347;2478;3739;56.0;74.0;58.0;74.0
3348;2478;1383;56.0;74.0;50.0;74.0
3349;2479;2185;84.0;53.0;89.0;53.0
3350;2479;2542;84.0;53.0;84.0;56.0
3351;2479;2479;84.0;53.0;84.0;53.0
3352;2479;2936;84.0;53.0;80.0;53.0
3353;2479;2964;84.0;53.0;81.0;53.0
3354;2479;3004;84.0;53.0;83.0;52.0
3355;2479;3581;84.0;53.0;84.0;57.0
3356;2479;3620;84.0;53.0;85.0;52.0
3357;2480;1386;128.0;49.0;130.0;49.0
3358;2480;2612;128.0;49.0;134.0;49.0
3359;2480;2620;128.0;49.0;128.0;54.0
3360;2480;2480;128.0;49.0;128.0;49.0
3361;2480;2596;128.0;49.0;132.0;49.0
3362;2480;2744;128.0;49.0;128.0;52.0
3363;2480;3135;128.0;49.0;128.0;46.0
3364;2480;3643;128.0;49.0;129.0;49.0
3365;2481;2222;99.0;51.0;99.0;53.0
3366;2481;2580;99.0;51.0;95.0;51.0
3367;2481;4032;99.0;51.0;99.0;57.0
3368;2481;4346;99.0;51.0;101.0;51.0
3369;2482;2303;40.0;19.0;40.0;13.0
3370;2482;2716;40.0;19.0;40.0;14.0
3371;2482;2198;40.0;19.0;40.0;17.0
3372;2482;3214;40.0;19.0;45.0;19.0
3373;2483;627;74.0;50.0;74.0;46.0
3374;2483;3416;74.0;50.0;77.0;50.0
3375;2483;2217;74.0;50.0;78.0;50.0
3376;2483;2483;74.0;50.0;74.0;50.0
3377;2483;3107;74.0;50.0;74.0;47.0
3378;2483;3122;74.0;50.0;74.0;54.0
3379;2483;3646;74.0;50.0;75.0;51.0
3380;2483;3741;74.0;50.0;73.0;50.0
3381;2483;3766;74.0;50.0;76.0;50.0
3382;2484;2431;28.0;33.0;33.0;33.0
3383;2484;2548;28.0;33.0;34.0;33.0
3384;2484;789;28.0;33.0;28.0;35.0
3385;2484;3732;28.0;33.0;27.0;33.0
3386;2485;2112;52.0;82.0;52.0;87.0
3387;2485;4382;52.0;82.0;52.0;86.0
3388;2485;2485;52.0;82.0;52.0;82.0
3389;2485;2748;52.0;82.0;56.0;82.0
3390;2485;3284;52.0;82.0;52.0;81.0
3391;2485;3291;52.0;82.0;52.0;85.0
3392;2485;3451;52.0;82.0;50.0;82.0
3393;2485;3926;52.0;82.0;52.0;78.0
3394;2485;4057;52.0;82.0;52.0;84.0
3395;2485;4060;52.0;82.0;48.0;82.0
3396;2486;2264;19.0;55.0;19.0;58.0
3397;2486;3267;19.0;55.0;13.0;55.0
3398;2486;3279;19.0;55.0;19.0;62.0
3399;2486;2430;19.0;55.0;19.0;53.0
3400;2487;34;6.0;54.0;7.0;54.0
3401;2487;2269;6.0;54.0;7.0;55.0
3402;2487;2362;6.0;54.0;6.0;50.0
3403;2487;2487;6.0;54.0;6.0;54.0
3404;2487;4195;6.0;54.0;6.0;58.0
3405;2488;590;63.0;46.0;70.0;46.0
3406;2488;2592;63.0;46.0;58.0;46.0
3407;2488;3118;63.0;46.0;63.0;47.0
3408;2488;3095;63.0;46.0;61.0;46.0
3409;2489;2107;75.0;73.0;75.0;80.0
3410;2489;3142;75.0;73.0;75.0;67.0
3411;2489;3963;75.0;73.0;80.0;73.0
3412;2489;4227;75.0;73.0;69.0;73.0
3413;2490;253;91.0;51.0;94.0;51.0
3414;2490;2647;91.0;51.0;91.0;52.0
3415;2490;2821;91.0;51.0;91.0;56.0
3416;2490;2580;91.0;51.0;95.0;51.0
3417;2491;2394;95.0;23.0;95.0;30.0
3418;2491;2570;95.0;23.0;95.0;19.0
3419;2491;2641;95.0;23.0;96.0;23.0
3420;2491;3762;95.0;23.0;95.0;26.0
3421;2492;119;48.0;36.0;48.0;30.0
3422;2492;3976;48.0;36.0;48.0;43.0
3423;2492;2492;48.0;36.0;48.0;36.0
3424;2492;2640;48.0;36.0;47.0;35.0
3425;2492;2932;48.0;36.0;47.0;37.0
3426;2492;3019;48.0;36.0;49.0;35.0
3427;2492;3276;48.0;36.0;48.0;37.0
3428;2492;3457;48.0;36.0;48.0;33.0
3429;2492;3771;48.0;36.0;49.0;37.0
3430;2492;4264;48.0;36.0;48.0;39.0
3431;2493;1201;67.0;31.0;67.0;35.0
3432;2493;2751;67.0;31.0;67.0;36.0
3433;2493;3109;67.0;31.0;70.0;31.0
3434;2493;2493;67.0;31.0;67.0;31.0
3435;2493;2527;67.0;31.0;67.0;30.0
3436;2493;3736;67.0;31.0;66.0;32.0
3437;2493;3831;67.0;31.0;69.0;31.0
3438;2494;2323;109.0;66.0;109.0;67.0
3439;2494;2733;109.0;66.0;109.0;68.0
3440;2494;3865;109.0;66.0;106.0;66.0
3441;2494;2494;109.0;66.0;109.0;66.0
3442;2494;3150;109.0;66.0;108.0;65.0
3443;2494;3519;109.0;66.0;112.0;66.0
3444;2495;2384;105.0;63.0;102.0;63.0
3445;2495;2618;105.0;63.0;112.0;63.0
3446;2495;2170;105.0;63.0;104.0;62.0
3447;2495;2495;105.0;63.0;105.0;63.0
3448;2495;2681;105.0;63.0;105.0;62.0
3449;2496;2121;18.0;71.0;18.0;67.0
3450;2496;3205;18.0;71.0;23.0;71.0
3451;2496;4313;18.0;71.0;20.0;71.0
3452;2496;2496;18.0;71.0;18.0;71.0
3453;2496;3020;18.0;71.0;14.0;71.0
3454;2496;3568;18.0;71.0;18.0;74.0
3455;2496;3928;18.0;71.0;19.0;72.0
3456;2496;3996;18.0;71.0;18.0;70.0
3457;2496;4088;18.0;71.0;18.0;75.0
3458;2497;2339;8.0;52.0;9.0;52.0
3459;2497;2581;8.0;52.0;8.0;46.0
3460;2497;2601;8.0;52.0;3.0;52.0
3461;2497;2898;8.0;52.0;8.0;58.0
3462;2498;249;72.0;38.0;72.0;43.0
3463;2498;2531;72.0;38.0;77.0;38.0
3464;2498;2622;72.0;38.0;72.0;37.0
3465;2498;2451;72.0;38.0;79.0;38.0
3466;2499;2358;29.0;33.0;29.0;36.0
3467;2499;2655;29.0;33.0;29.0;26.0
3468;2499;2862;29.0;33.0;29.0;37.0
3469;2499;3062;29.0;33.0;29.0;31.0
3470;2500;2142;71.0;18.0;71.0;16.0
3471;2500;3934;71.0;18.0;71.0;24.0
3472;2500;2500;71.0;18.0;71.0;18.0
3473;2500;3555;71.0;18.0;67.0;18.0
3474;2500;3818;71.0;18.0;69.0;18.0
3475;2500;3923;71.0;18.0;71.0;20.0
3476;2500;4194;71.0;18.0;70.0;18.0
3477;2501;181;56.0;76.0;54.0;76.0
3478;2501;3436;56.0;76.0;58.0;76.0
3479;2501;3550;56.0;76.0;49.0;76.0
3480;2501;3651;56.0;76.0;59.0;76.0
3481;2502;2399;36.0;76.0;36.0;73.0
3482;2502;2829;36.0;76.0;42.0;76.0
3483;2502;3080;36.0;76.0;31.0;76.0
3484;2502;3892;36.0;76.0;36.0;82.0
3485;2502;2590;36.0;76.0;36.0;72.0
3486;2503;2171;66.0;39.0;66.0;38.0
3487;2503;2503;66.0;39.0;66.0;39.0
3488;2503;3845;66.0;39.0;64.0;39.0
3489;2503;4172;66.0;39.0;68.0;39.0
3490;2503;4433;66.0;39.0;66.0;43.0
3491;2504;548;64.0;20.0;64.0;27.0
3492;2504;3196;64.0;20.0;64.0;22.0
3493;2504;3951;64.0;20.0;59.0;20.0
3494;2504;2504;64.0;20.0;64.0;20.0
3495;2504;2768;64.0;20.0;63.0;21.0
3496;2504;3108;64.0;20.0;68.0;20.0
3497;2504;3718;64.0;20.0;64.0;18.0
3498;2505;1470;67.0;54.0;67.0;60.0
3499;2505;2609;67.0;54.0;70.0;54.0
3500;2505;3450;67.0;54.0;62.0;54.0
3501;2505;2274;67.0;54.0;67.0;51.0
3502;2506;2384;100.0;63.0;102.0;63.0
3503;2506;2506;100.0;63.0;100.0;63.0
3504;2506;3126;100.0;63.0;97.0;63.0
3505;2506;4339;100.0;63.0;100.0;60.0
3506;2507;2465;88.0;41.0;84.0;41.0
3507;2507;2704;88.0;41.0;88.0;34.0
3508;2507;3619;88.0;41.0;88.0;35.0
3509;2507;2507;88.0;41.0;88.0;41.0
3510;2507;3465;88.0;41.0;89.0;40.0
3511;2507;3591;88.0;41.0;89.0;41.0
3512;2507;3657;88.0;41.0;89.0;42.0
3513;2508;2286;5.0;52.0;10.0;52.0
3514;2508;2576;5.0;52.0;5.0;48.0
3515;2508;3752;5.0;52.0;5.0;58.0
3516;2508;3794;5.0;52.0;5.0;57.0
3517;2509;2187;51.0;78.0;50.0;78.0
3518;2509;2549;51.0;78.0;54.0;78.0
3519;2509;2677;51.0;78.0;51.0;74.0
3520;2509;3059;51.0;78.0;48.0;78.0
3521;2510;125;98.0;47.0;103.0;47.0
3522;2510;2586;98.0;47.0;98.0;43.0
3523;2510;2745;98.0;47.0;96.0;47.0
3524;2510;2789;98.0;47.0;98.0;40.0
3525;2511;110;35.0;25.0;35.0;23.0
3526;2511;2843;35.0;25.0;37.0;25.0
3527;2511;3117;35.0;25.0;35.0;19.0
3528;2511;3314;35.0;25.0;35.0;22.0
3529;2512;2189;54.0;63.0;54.0;60.0
3530;2512;2672;54.0;63.0;54.0;65.0
3531;2512;2801;54.0;63.0;50.0;63.0
3532;2512;3005;54.0;63.0;49.0;63.0
3533;2513;2469;138.0;1.0;131.0;1.0
3534;2513;2683;138.0;1.0;145.0;1.0
3535;2513;3687;138.0;1.0;143.0;1.0
3536;2513;4202;138.0;1.0;138.0;-2.0
3537;2514;2448;89.0;67.0;89.0;68.0
3538;2514;2561;89.0;67.0;89.0;70.0
3539;2514;3952;89.0;67.0;89.0;61.0
3540;2514;2514;89.0;67.0;89.0;67.0
3541;2514;3790;89.0;67.0;90.0;67.0
3542;2514;3983;89.0;67.0;88.0;67.0
3543;2514;4243;89.0;67.0;89.0;63.0
3544;2515;2408;83.0;30.0;83.0;25.0
3545;2515;2545;83.0;30.0;82.0;30.0
3546;2515;3092;83.0;30.0;83.0;23.0
3547;2515;2967;83.0;30.0;84.0;30.0
3548;2516;1325;109.0;92.0;109.0;91.0
3549;2516;2981;109.0;92.0;109.0;87.0
3550;2516;2516;109.0;92.0;109.0;92.0
3551;2517;2473;68.0;77.0;68.0;82.0
3552;2517;3406;68.0;77.0;70.0;77.0
3553;2517;2517;68.0;77.0;68.0;77.0
