HORARIO;Horas;Minutos;#minutos;;;DESPACHO;ATENCION;DERIVACION;tiempo entre llamadas;;;;
18:22;18;22;1102;;;2,293049422;35,51866891;6,643920044;18;;;;
18:33;18;33;1113;;;5,757781612;6,015479256;14,17442232;11;;;;
19:09;19;9;1149;;;8,039228125;9,282237162;7,496295999;36;;;;
20:15;20;15;1215;;;8,467641084;17,25438053;7,028504567;66;;;;
21:18;21;18;1278;;;8,730540183;12,23359083;17,87902524;63;;;;
21:35;21;35;1295;;;1,178408892;28,81521473;8,279746512;17;;;;
22:34;22;34;1354;;;5,486946727;11,53993126;6,962485124;59;;;;
0:21;0;21;21;;;12,15618114;11,13559079;12,41528081;-1333;;;;
1:00;1;0;60;;;7,128700337;7,205013101;30,35178869;39;;;;
1:03;1;3;63;;;8,98822749;8,339529091;15,00765727;3;;;;
7:03;7;3;423;;;2,570785817;46,32154069;19,58972749;360;;;;
7:16;7;16;436;;;3,328451367;12,36003738;22,97161253;13;;;;
7:23;7;23;443;;;6,542554434;12,386875;5,308777548;7;;;;
7:50;7;50;470;;;5,373427629;10,99894099;4,198778674;27;;;;
8:02;8;2;482;;;1,743117458;16,08214976;6,5356065;12;;;;
8:13;8;13;493;;;1,034049883;9,798088719;11,81915114;11;;;;
8:15;8;15;495;;;4,83800281;4,396829784;4,363622448;2;;;;
8:19;8;19;499;;;8,003415406;43,09631347;5,840514247;4;;;;
8:23;8;23;503;;;4,6320537;25,04616866;24,95474772;4;;;;
8:31;8;31;511;;;7,477012287;5,075557949;8,716159646;8;;;;
8:48;8;48;528;;;1,129838371;32,63085975;4,792594035;17;;;;
8:52;8;52;532;;;0,953211887;6,489723864;4,785549129;4;;;;
9:08;9;8;548;;;1,085431059;36,17426716;12,91232802;16;;;;
9:39;9;39;579;;;3,11715393;14,44612492;5,012416419;31;;;;
9:43;9;43;583;;;9,643886131;25,64761528;13,28196295;4;;;;
9:58;9;58;598;;;1,949939749;12,90166932;18,26052921;15;;;;
10:08;10;8;608;;;3,031265814;5,002966275;4,073085492;10;;;;
10:11;10;11;611;;;8,414081828;13,89010377;18,51658082;3;;;;
10:18;10;18;618;;;1,883140898;10,44443531;10,41107499;7;;;;
10:18;10;18;618;;;1,574773995;11,21784213;7,749590321;0;;;;
10:19;10;19;619;;;1,533515907;4,232191655;27,23134487;1;;;;
10:32;10;32;632;;;2,040367705;20,03632534;19,93479923;13;;;;
10:40;10;40;640;;;3,104719186;10,43509436;6,740274724;8;;;;
10:54;10;54;654;;;8,524958949;20,60717884;3,269638412;14;;;;
10:58;10;58;658;;;10,39210188;21,21296113;16,18225947;4;;;;
11:09;11;9;669;;;5,257545532;5,559007865;18,00522119;11;;;;
11:14;11;14;674;;;2,980342448;12,03779474;4,307786995;5;;;;
11:26;11;26;686;;;5,865320922;18,89406144;24,78048911;12;;;;
11:29;11;29;689;;;1,323084775;9,477897955;5,132233837;3;;;;
11:32;11;32;692;;;4,24642648;4,693142295;8,058710404;3;;;;
11:36;11;36;696;;;6,784983076;4,756391319;9,997338679;4;;;;
11:37;11;37;697;;;2,422256789;5,669797232;13,06238429;1;;;;
11:48;11;48;708;;;7,577727777;23,0752022;7,086982395;11;;;;
11:48;11;48;708;;;1,341503462;25,28111721;19,17074212;0;;;;
11:51;11;51;711;;;0,921414848;9,238979548;5,479688234;3;;;;
12:00;12;0;720;;;3,061728513;24,10520719;4,839240734;9;;;;
12:07;12;7;727;;;3,577472062;9,956691835;15,00157005;7;;;;
12:08;12;8;728;;;4,991702767;13,09754811;11,9247965;1;;;;
12:36;12;36;756;;;0,698766858;45,04396294;5,298384471;28;;;;
12:41;12;41;761;;;3,366841306;18,25052678;3,383041819;5;;;;
12:45;12;45;765;;;1,555987213;15,38944082;15,83588277;4;;;;
13:14;13;14;794;;;1,287405245;10,53886132;7,932995467;29;;;;
13:42;13;42;822;;;4,55119124;15,02420262;9,880347219;28;;;;
13:42;13;42;822;;;0,689390637;5,680416342;7,031967238;0;;;;
13:44;13;44;824;;;3,027275542;5,896299039;14,61769264;2;;;;
14:14;14;14;854;;;1,672168816;8,12228905;11,29826895;30;;;;
14:26;14;26;866;;;3,252378377;9,27192505;13,19568157;12;;;;
14:56;14;56;896;;;5,80202545;28,46028891;13,14634309;30;;;;
15:20;15;20;920;;;0,927630722;4,50548196;6,308513909;24;;;;
15:21;15;21;921;;;1,232172807;29,87454394;19,63891563;1;;;;
15:35;15;35;935;;;2,309218749;11,74514957;4,846100687;14;;;;
15:42;15;42;942;;;3,779226454;12,67079947;9,341892785;7;;;;
15:43;15;43;943;;;4,383142606;28,41438038;17,63247277;1;;;;
15:45;15;45;945;;;2,894418478;6,951982174;15,26876008;2;;;;
16:00;16;0;960;;;2,211522306;5,659833234;5,232792064;15;;;;
16:03;16;3;963;;;0,631309111;8,807933096;6,003740856;3;;;;
16:15;16;15;975;;;0,887640578;40,23695224;6,810521457;12;;;;
16:15;16;15;975;;;3,646113748;16,57859238;15,32409504;0;;;;
16:22;16;22;982;;;0,714003722;10,45188732;8,372622088;7;;;;
16:30;16;30;990;;;3,795816435;5,8266613;22,93694336;8;;;;
16:30;16;30;990;;;1,349619212;26,6219365;5,96957825;0;;;;
16:33;16;33;993;;;10,89991729;32,00711321;25,12573269;3;;;;
16:38;16;38;998;;;2,71590229;7,206004546;14,40935448;5;;;;
16:59;16;59;1019;;;5,671233601;26,09815576;9,630557055;21;;;;
17:19;17;19;1039;;;0,689402515;5,075079035;6,76198615;20;;;;
17:34;17;34;1054;;;7,304006687;33,7285099;14,70480879;15;;;;
17:39;17;39;1059;;;7,761685785;4,25452323;6,627438236;5;;;;
18:15;18;15;1095;;;0,960506189;4,639307829;8,71624235;36;;;;
18:20;18;20;1100;;;4,855913632;20,86496274;8,054346707;5;;;;
18:54;18;54;1134;;;1,437432986;10,04394187;3,273965483;34;;;;
19:03;19;3;1143;;;3,078240362;20,30006086;16,76726923;9;;;;
19:22;19;22;1162;;;1,86031015;6,055331523;4,641245352;19;;;;
20:55;20;55;1255;;;5,377089444;32,64796638;16,15013237;93;;;;
21:56;21;56;1316;;;2,199061142;9,186519926;3,356871329;61;;;;
22:25;22;25;1345;;;8,946003458;6,550196768;28,90320291;29;;;;
22:31;22;31;1351;;;1,034426731;6,275794381;23,86279674;6;;;;
22:39;22;39;1359;;;2,910112474;10,98549898;3,477055992;8;;;;
22:40;22;40;1360;;;6,494565435;18,33851542;5,877710699;1;;;;
23:58;23;58;1438;;;2,74457084;11,42931976;3,201174415;78;;;;
1:55;1;55;115;;;10,89525786;6,207747216;6,684999766;-1323;;;;
2:33;2;33;153;;;1,342725806;17,30969504;6,821648383;38;;;;
3:25;3;25;205;;;8,350067714;31,62371845;12,26560887;52;;;;
3:53;3;53;233;;;3,272891992;40,13083781;12,02897275;28;;;;
4:59;4;59;299;;;2,017616966;42,42636382;24,74661546;66;;;;
6:11;6;11;371;;;5,640447464;6,976650403;5,695766862;72;;;;
6:35;6;35;395;;;4,862101508;21,14384234;9,714427777;24;;;;
7:52;7;52;472;;;0,689376624;11,67180231;11,71159175;77;;;;
8:00;8;0;480;;;7,492038735;14,67904955;10,13281889;8;;;;
8:10;8;10;490;;;0,784396663;12,88012184;8,795343551;10;;;;
8:17;8;17;497;;;6,268827142;4,910591968;21,36646989;7;;;;
8:28;8;28;508;;;2,782866966;12,07788365;19,65490905;11;;;;
8:35;8;35;515;;;2,788761144;8,318320035;8,757836896;7;;;;
8:36;8;36;516;;;5,271346841;6,470214429;10,96931765;1;;;;
8:38;8;38;518;;;2,406080184;7,919710893;6,946795947;2;;;;
8:41;8;41;521;;;1,262954218;18,91774502;5,650574867;3;;;;
8:57;8;57;537;;;1,981004788;10,77647421;5,761735936;16;;;;
9:34;9;34;574;;;2,099324949;24,33867647;9,87149858;37;;;;
10:00;10;0;600;;;2,024150002;13,15353887;15,38419374;26;;;;
10:23;10;23;623;;;1,149224543;9,689335133;23,53109786;23;;;;
10:25;10;25;625;;;7,622170711;24,60284498;8,133665584;2;;;;
11:00;11;0;660;;;6,915185295;29,91506741;24,31845886;35;;;;
11:22;11;22;682;;;2,447959117;9,648828935;20,2021104;22;;;;
11:31;11;31;691;;;5,947955192;17,13638542;8,746120933;9;;;;
11:39;11;39;699;;;2,549145143;8,88968322;8,208897722;8;;;;
11:43;11;43;703;;;1,645569853;5,314887606;7,015155181;4;;;;
11:47;11;47;707;;;1,666488475;16,69883384;6,696928276;4;;;;
12:06;12;6;726;;;4,084343512;18,12990373;11,56117495;19;;;;
12:25;12;25;745;;;7,151802092;23,4767021;11,99431395;19;;;;
12:28;12;28;748;;;8,615749091;14,41100765;23,78469677;3;;;;
12:36;12;36;756;;;2,84883651;6,697265038;21,9872651;8;;;;
12:41;12;41;761;;;2,16641011;26,25453573;16,04192961;5;;;;
13:22;13;22;802;;;1,240531956;4,880934889;9,336717301;41;;;;
13:27;13;27;807;;;2,18712769;14,30368913;4,125634703;5;;;;
13:30;13;30;810;;;2,706376082;22,19638992;4,023235091;3;;;;
13:38;13;38;818;;;2,353387938;17,59955389;7,154100828;8;;;;
13:39;13;39;819;;;4,685362304;14,77474837;7,180967582;1;;;;
13:40;13;40;820;;;1,257189852;25,87438446;7,751795139;1;;;;
13:46;13;46;826;;;0,866181661;29,54646616;11,78593017;6;;;;
13:58;13;58;838;;;7,722216072;8,217086452;21,51143935;12;;;;
14:19;14;19;859;;;6,712072496;23,6702621;3,239735889;21;;;;
14:24;14;24;864;;;0,61976731;7,627505387;25,31011303;5;;;;
14:34;14;34;874;;;5,750743942;4,615092135;11,22324084;10;;;;
14:57;14;57;897;;;6,711967977;30,72524432;10,11400524;23;;;;
15:01;15;1;901;;;3,453348605;7,1397079;3,666093156;4;;;;
15:03;15;3;903;;;2,558210833;41,07368733;10,89192803;2;;;;
15:27;15;27;927;;;5,865654634;6,488394688;8,73419757;24;;;;
16:17;16;17;977;;;1,493806348;15,56561397;3,538152841;50;;;;
16:31;16;31;991;;;1,234565955;16,18645431;14,97586101;14;;;;
16:45;16;45;1005;;;4,835771136;11,18929596;8,767436808;14;;;;
16:45;16;45;1005;;;2,368981562;29,49027326;5,943241271;0;;;;
16:53;16;53;1013;;;7,225865296;24,81304509;10,73804001;8;;;;
17:07;17;7;1027;;;7,849999697;23,82698823;12,82086657;14;;;;
17:27;17;27;1047;;;0,945784283;15,26058479;7,056836356;20;;;;
17:42;17;42;1062;;;1,50394568;6,840209033;14,19851731;15;;;;
17:51;17;51;1071;;;0,94025955;5,473961892;5,043347664;9;;;;
17:57;17;57;1077;;;0,814493922;7,345136782;8,737654674;6;;;;
18:06;18;6;1086;;;3,664708404;16,41309202;6,742628772;9;;;;
18:32;18;32;1112;;;2,732099113;11,86761518;7,883390501;26;;;;
19:00;19;0;1140;;;3,643674647;13,24371199;5,011141804;28;;;;
19:01;19;1;1141;;;1,575120148;7,661994317;7,492122509;1;;;;
19:22;19;22;1162;;;2,305429754;11,89304033;19,69519011;21;;;;
19:46;19;46;1186;;;2,042178646;22,46291431;14,06257636;24;;;;
20:07;20;7;1207;;;2,557341489;21,70147554;8,875129636;21;;;;
20:18;20;18;1218;;;1,711804166;17,02719729;4,462077951;11;;;;
21:28;21;28;1288;;;10,61707393;41,31642569;9,615001584;70;;;;
23:41;23;41;1421;;;1,41188856;14,55767082;3,676373548;133;;;;
1:26;1;26;86;;;2,556191166;8,363585015;8,273865047;-1335;;;;
5:58;5;58;358;;;0,973272675;35,39958079;3,239441446;272;;;;
6:58;6;58;418;;;1,497722321;9,98863437;14,37173468;60;;;;
7:11;7;11;431;;;6,077920313;5,974892308;5,161815648;13;;;;
7:17;7;17;437;;;10,41000374;13,62854943;25,44403508;6;;;;
7:26;7;26;446;;;1,14491256;20,62568687;23,71349307;9;;;;
7:27;7;27;447;;;1,190929531;15,87378775;7,663489288;1;;;;
7:47;7;47;467;;;1,928601277;5,768716654;4,159452204;20;;;;
7:48;7;48;468;;;1,127201262;41,97456993;7,362130313;1;;;;
8:02;8;2;482;;;12,09570958;28,33264625;3,880326494;14;;;;
8:16;8;16;496;;;6,556145257;12,69876591;29,48497611;14;;;;
8:27;8;27;507;;;2,123707676;15,77229723;3,202879727;11;;;;
8:30;8;30;510;;;4,465717863;4,371326531;6,587522445;3;;;;
8:34;8;34;514;;;0,800256013;10,26463449;12,22387591;4;;;;
8:34;8;34;514;;;3,735553413;15,37747001;4,761123356;0;;;;
8:36;8;36;516;;;1,695630478;17,28259707;7,149397384;2;;;;
8:59;8;59;539;;;1,140713935;10,04026905;17,82907277;23;;;;
9:10;9;10;550;;;1,542686214;40,02708438;23,81129495;11;;;;
9:15;9;15;555;;;1,889966378;19,68790125;9,406228152;5;;;;
9:36;9;36;576;;;1,45685122;24,5224598;4,977974497;21;;;;
9:43;9;43;583;;;4,283405245;4,488694224;19,40042722;7;;;;
9:47;9;47;587;;;6,769316255;10,40672184;5,983217395;4;;;;
9:56;9;56;596;;;0,97596474;30,59424002;8,76120675;9;;;;
10:00;10;0;600;;;2,366727794;4,27885628;20,30466369;4;;;;
10:08;10;8;608;;;8,960440386;30,08733272;17,18486994;8;;;;
10:32;10;32;632;;;2,650004337;15,62528837;26,94829817;24;;;;
10:48;10;48;648;;;0,737716142;37,64178117;11,40402561;16;;;;
10:53;10;53;653;;;0,954231152;8,659927324;7,609165531;5;;;;
10:59;10;59;659;;;1,223829355;22,74844548;5,302283178;6;;;;
11:14;11;14;674;;;0,787127993;27,09278224;13,3295372;15;;;;
11:33;11;33;693;;;0,982760838;18,8586235;3,658500701;19;;;;
11:35;11;35;695;;;0,641322141;29,82974073;4,828825721;2;;;;
11:55;11;55;715;;;7,756437855;8,341871931;21,46244098;20;;;;
12:02;12;2;722;;;13,53938876;25,85493409;15,88661342;7;;;;
12:16;12;16;736;;;4,883178841;7,034356298;6,013132356;14;;;;
12:21;12;21;741;;;5,50658334;8,030948165;19,94917774;5;;;;
12:22;12;22;742;;;5,034592321;7,094420517;20,53030662;1;;;;
12:28;12;28;748;;;1,056342728;16,09274028;9,091970784;6;;;;
12:32;12;32;752;;;0,858905563;43,93914437;24,47860556;4;;;;
12:33;12;33;753;;;1,694200836;42,61964106;12,95397558;1;;;;
12:36;12;36;756;;;10,89014951;8,232546757;6,310043308;3;;;;
12:38;12;38;758;;;1,06419988;5,290149936;11,74118499;2;;;;
12:58;12;58;778;;;2,556175969;29,00311482;4,349142849;20;;;;
13:06;13;6;786;;;8,74017668;36,07344728;3,965549823;8;;;;
13:13;13;13;793;;;3,289213968;11,61891025;21,30104576;7;;;;
13:19;13;19;799;;;2,063924999;7,712221259;4,85496619;6;;;;
13:24;13;24;804;;;0,664438301;8,483577548;13,02694474;5;;;;
13:35;13;35;815;;;2,263815048;11,15861415;12,38492447;11;;;;
14:01;14;1;841;;;1,654655201;12,6487928;6,423527226;26;;;;
14:03;14;3;843;;;6,324966634;10,91181207;10,92414121;2;;;;
14:08;14;8;848;;;2,034940087;29,35375877;7,53047375;5;;;;
14:20;14;20;860;;;1,18094766;13,65426603;13,83066065;12;;;;
14:25;14;25;865;;;1,635952709;10,45002167;17,05882871;5;;;;
14:55;14;55;895;;;1,35979962;17,71550946;26,71475558;30;;;;
14:58;14;58;898;;;2,665468813;20,70359561;21,37095082;3;;;;
15:06;15;6;906;;;4,596097511;11,22428294;11,4612198;8;;;;
15:30;15;30;930;;;6,127687401;33,2691197;15,09645379;24;;;;
15:39;15;39;939;;;8,634597578;6,033365336;13,30820089;9;;;;
15:41;15;41;941;;;6,24439804;4,403420008;5,497610406;2;;;;
15:44;15;44;944;;;6,57739334;7,388375142;15,95073902;3;;;;
15:51;15;51;951;;;1,424213332;8,761439536;21,68961466;7;;;;
16:26;16;26;986;;;0,67917016;5,59940894;5,711375066;35;;;;
16:45;16;45;1005;;;5,378675456;15,11310148;4,601240681;19;;;;
16:56;16;56;1016;;;1,868630323;6,640967645;6,112161243;11;;;;
17:03;17;3;1023;;;4,636579273;6,109862675;10,1294112;7;;;;
17:20;17;20;1040;;;10,15394201;4,805546143;17,17643489;17;;;;
18:30;18;30;1110;;;0,982722069;32,11202652;22,41176697;70;;;;
18:30;18;30;1110;;;8,064610257;14,43012744;9,124739149;0;;;;
19:11;19;11;1151;;;5,844733295;14,56926481;8,697533445;41;;;;
19:48;19;48;1188;;;0,853162043;6,315992545;15,87797487;37;;;;
21:27;21;27;1287;;;4,737077134;17,25022183;13,42982726;99;;;;
22:46;22;46;1366;;;3,827462895;15,06377746;4,300234028;79;;;;
23:13;23;13;1393;;;4,243879658;5,271550487;6,049120212;27;;;;
23:56;23;56;1436;;;5,817783165;38,89577132;8,226202473;43;;;;
1:57;1;57;117;;;5,708327352;18,91698323;13,3221648;-1319;;;;
2:25;2;25;145;;;1,403449171;5,064492319;4,239609031;28;;;;
5:00;5;0;300;;;2,104886274;17,22745401;4,318273575;155;;;;
6:07;6;7;367;;;5,882582479;9,912755524;3,809458799;67;;;;
6:11;6;11;371;;;1,244696769;21,61946852;10,98900667;4;;;;
6:57;6;57;417;;;5,858914471;8,440035941;12,35059061;46;;;;
7:26;7;26;446;;;3,498166833;15,45767852;10,67097801;29;;;;
7:44;7;44;464;;;1,478143558;40,00228695;7,850848701;18;;;;
7:46;7;46;466;;;2,159310037;22,43069537;6,854678435;2;;;;
8:01;8;1;481;;;3,548043314;5,783704957;8,724806688;15;;;;
8:13;8;13;493;;;0,764101534;6,618475309;14,44496416;12;;;;
8:16;8;16;496;;;3,258544066;12,28447454;6,048914849;3;;;;
8:23;8;23;503;;;2,845055278;6,167739555;21,22647517;7;;;;
8:34;8;34;514;;;4,129995779;12,04048035;7,825897879;11;;;;
9:02;9;2;542;;;6,424620032;12,66749893;3,36343655;28;;;;
9:04;9;4;544;;;5,323685003;25,065752;7,190169887;2;;;;
9:09;9;9;549;;;4,056649421;5,945548482;5,817423443;5;;;;
9:32;9;32;572;;;2,307755913;6,310298248;21,37913569;23;;;;
9:55;9;55;595;;;8,436464825;11,44527761;9,481738669;23;;;;
9:57;9;57;597;;;4,953974439;8,705408682;4,354847499;2;;;;
10:02;10;2;602;;;6,470551538;20,32680771;10,35375884;5;;;;
10:17;10;17;617;;;0,976258049;28,45908101;5,580517079;15;;;;
10:19;10;19;619;;;1,285985992;29,67965963;10,11867268;2;;;;
10:23;10;23;623;;;8,320313191;8,49826307;4,677974573;4;;;;
10:32;10;32;632;;;10,47502214;12,58476478;5,161616433;9;;;;
10:38;10;38;638;;;2,629588071;8,50484461;14,78612489;6;;;;
10:43;10;43;643;;;9,877869488;17,95874393;6,156333961;5;;;;
10:44;10;44;644;;;6,980885141;4,360071452;14,87725352;1;;;;
10:44;10;44;644;;;6,303392056;6,719763713;8,356908297;0;;;;
11:17;11;17;677;;;4,069373106;4,883458104;8,890372311;33;;;;
11:19;11;19;679;;;3,914309095;8,797299541;12,44853084;2;;;;
11:23;11;23;683;;;5,477093019;19,09460967;6,969989878;4;;;;
11:46;11;46;706;;;3,944565754;9,93000395;6,333369463;23;;;;
11:52;11;52;712;;;7,988881809;15,39081597;5,622403949;6;;;;
12:13;12;13;733;;;3,341349248;6,984443978;3,403997725;21;;;;
12:23;12;23;743;;;2,592772137;9,923136183;6,633099773;10;;;;
12:34;12;34;754;;;1,746835796;13,61028101;11,24775198;11;;;;
12:57;12;57;777;;;1,01673049;10,72911689;3,668910272;23;;;;
12:58;12;58;778;;;3,044437097;5,509235833;16,27107152;1;;;;
13:12;13;12;792;;;0,965011917;4,586677367;7,418977107;14;;;;
13:15;13;15;795;;;4,039157657;9,364363016;9,747865692;3;;;;
13:31;13;31;811;;;2,256018677;11,62030132;9,286212675;16;;;;
13:39;13;39;819;;;1,717895531;7,002739252;7,339979467;8;;;;
13:46;13;46;826;;;3,322391916;7,168450103;7,80172482;7;;;;
13:48;13;48;828;;;5,722752763;10,17426195;4,780802836;2;;;;
14:00;14;0;840;;;2,063385026;19,46316106;13,16668499;12;;;;
14:03;14;3;843;;;2,749688841;19,40204028;4,729033178;3;;;;
14:21;14;21;861;;;0,726651166;31,23401401;8,617249135;18;;;;
14:23;14;23;863;;;3,307152443;10,55801081;15,6130882;2;;;;
14:38;14;38;878;;;3,008756173;14,6497219;6,619131953;15;;;;
14:50;14;50;890;;;3,441732639;13,37988411;5,607792676;12;;;;
14:55;14;55;895;;;3,752224775;4,523227273;10,99778248;5;;;;
15:17;15;17;917;;;3,555958451;11,07033481;12,93821459;22;;;;
15:37;15;37;937;;;5,552375295;36,47384022;12,15361277;20;;;;
15:41;15;41;941;;;1,01328617;10,00779258;5,100604526;4;;;;
15:49;15;49;949;;;3,489559272;24,89502018;3,47000069;8;;;;
16:27;16;27;987;;;1,430396838;20,61695839;14,87619608;38;;;;
16:42;16;42;1002;;;13,97206523;7,085137629;5,52783795;15;;;;
16:48;16;48;1008;;;8,030164794;7,955500266;5,863601614;6;;;;
17:25;17;25;1045;;;2,896586517;5,223821028;10,7539842;37;;;;
17:27;17;27;1047;;;9,731949779;36,69552153;4,154784479;2;;;;
17:56;17;56;1076;;;1,794506822;20,87197238;12,89729668;29;;;;
18:21;18;21;1101;;;6,364877531;15,60760292;3,280941716;25;;;;
19:08;19;8;1148;;;8,567894683;5,782043973;13,60675846;47;;;;
19:40;19;40;1180;;;6,337179855;34,75896592;4,186803073;32;;;;
19:55;19;55;1195;;;1,548098394;23,49218551;6,021062882;15;;;;
21:25;21;25;1285;;;7,15621967;12,27774738;5,407243147;90;;;;
22:44;22;44;1364;;;7,029389751;41,03272638;14,24623231;79;;;;
22:54;22;54;1374;;;2,815378355;9,125400697;11,84418079;10;;;;
22:59;22;59;1379;;;1,086474635;5,835696551;6,050499999;5;;;;
1:00;1;0;60;;;1,634752573;8,424339069;17,07170046;-1319;;;;
1:51;1;51;111;;;3,498245361;10,99077567;20,36732948;51;;;;
6:30;6;30;390;;;8,23120531;9,368440998;10,84058155;279;;;;
7:02;7;2;422;;;1,243117018;25,69789125;9,7890809;32;;;;
7:24;7;24;444;;;1,760677315;11,18406841;11,91878789;22;;;;
7:53;7;53;473;;;7,357815149;8,904849776;3,618614132;29;;;;
7:57;7;57;477;;;9,742676049;18,68512938;5,738315157;4;;;;
8:09;8;9;489;;;4,699174779;6,281342603;5,328133189;12;;;;
8:10;8;10;490;;;2,764275653;6,122052769;9,683694569;1;;;;
8:24;8;24;504;;;2,502557967;10,25298651;15,51903569;14;;;;
8:36;8;36;516;;;5,615290271;7,872573;5,510820363;12;;;;
8:38;8;38;518;;;1,347160436;16,49617288;9,522216222;2;;;;
8:55;8;55;535;;;4,366422305;15,75736316;23,0874924;17;;;;
9:17;9;17;557;;;7,190098981;24,50569681;12,37503467;22;;;;
9:32;9;32;572;;;12,40274355;22,5000604;11,26897328;15;;;;
9:33;9;33;573;;;1,475971339;17,10143807;17,85400425;1;;;;
9:35;9;35;575;;;0,825613887;13,88814995;4,285765721;2;;;;
9:49;9;49;589;;;2,67314955;16,13165169;16,93522706;14;;;;
9:57;9;57;597;;;1,210490163;4,278934503;27,13424144;8;;;;
10:09;10;9;609;;;3,628748858;30,71582047;15,54113385;12;;;;
10:10;10;10;610;;;1,307616826;15,05917882;3,475478738;1;;;;
10:23;10;23;623;;;6,936997261;16,55086511;25,35087997;13;;;;
10:34;10;34;634;;;12,15742897;5,711917788;20,1355128;11;;;;
10:37;10;37;637;;;1,778866267;9,984802078;3,429808683;3;;;;
10:53;10;53;653;;;1,405080712;36,20438042;7,071019528;16;;;;
11:17;11;17;677;;;1,942670981;12,68209478;9,160317696;24;;;;
11:31;11;31;691;;;4,073058451;38,65152051;3,196859122;14;;;;
11:32;11;32;692;;;4,520842421;5,394874625;19,88472;1;;;;
11:47;11;47;707;;;6,183561553;11,32957955;8,21678973;15;;;;
11:55;11;55;715;;;3,303717652;7,423449419;3,988866722;8;;;;
11:58;11;58;718;;;2,086777274;14,75429264;5,140516569;3;;;;
12:01;12;1;721;;;13,0094241;18,59346327;14,63139805;3;;;;
12:16;12;16;736;;;13,24682768;12,1919356;3,987167674;15;;;;
12:23;12;23;743;;;1,746729753;10,42123239;8,695981937;7;;;;
12:43;12;43;763;;;8,790685957;4,707353761;8,041371858;20;;;;
12:46;12;46;766;;;7,235810811;8,445615436;5,302092726;3;;;;
13:10;13;10;790;;;6,954966824;8,996319571;10,0815484;24;;;;
13:21;13;21;801;;;2,130297656;7,043005829;13,28233724;11;;;;
13:46;13;46;826;;;9,606245699;6,266455012;5,069679826;25;;;;
13:54;13;54;834;;;10,12749277;16,60954597;8,107040859;8;;;;
14:09;14;9;849;;;1,711621005;5,438108947;3,555083843;15;;;;
14:13;14;13;853;;;0,821609571;10,65809635;12,1285139;4;;;;
14:21;14;21;861;;;1,398656456;21,54042235;6,642958109;8;;;;
14:29;14;29;869;;;3,272389945;18,15998073;9,533499064;8;;;;
14:56;14;56;896;;;1,166991335;5,035898254;4,501449344;27;;;;
15:15;15;15;915;;;4,181634984;25,30868142;19,70659145;19;;;;
15:25;15;25;925;;;7,295213568;26,22751085;24,94027457;10;;;;
15:37;15;37;937;;;2,59474265;17,12108175;3,267903741;12;;;;
16:00;16;0;960;;;0,831720815;11,22826327;24,85906594;23;;;;
16:03;16;3;963;;;0,798657115;6,669800855;4,286130685;3;;;;
16:36;16;36;996;;;4,282608186;29,71785806;5,650871055;33;;;;
16:58;16;58;1018;;;6,709929654;7,529843128;12,78367482;22;;;;
17:10;17;10;1030;;;3,763520982;13,95988994;5,404039787;12;;;;
17:20;17;20;1040;;;2,216960642;31,46971727;10,5113684;10;;;;
17:21;17;21;1041;;;1,489252525;20,50962464;4,233711034;1;;;;
17:22;17;22;1042;;;6,32697997;17,01980536;14,45113232;1;;;;
17:42;17;42;1062;;;4,528493331;8,161846186;7,095834888;20;;;;
17:57;17;57;1077;;;6,348241225;39,53378603;23,43747702;15;;;;
18:06;18;6;1086;;;0,799438535;4,780120567;25,45296584;9;;;;
18:10;18;10;1090;;;2,261739936;11,8226743;7,950195367;4;;;;
18:41;18;41;1121;;;1,692209393;28,7103924;7,386892605;31;;;;
18:41;18;41;1121;;;0,747102352;31,18717926;27,99757643;0;;;;
18:57;18;57;1137;;;4,5768341;14,2451614;7,306290997;16;;;;
20:38;20;38;1238;;;6,59040824;17,46073626;5,460980545;101;;;;
22:21;22;21;1341;;;1,429472881;17,70129883;28,78009792;103;;;;
2:00;2;0;120;;;7,062487393;15,96083643;11,79773292;-1221;;;;
4:24;4;24;264;;;2,844702777;7,543575069;9,334133245;144;;;;
7:40;7;40;460;;;1,592890491;25,28261858;4,588781535;196;;;;
7:41;7;41;461;;;1,131261282;6,08435779;22,2571573;1;;;;
8:09;8;9;489;;;4,357004028;32,19596247;13,51490739;28;;;;
8:12;8;12;492;;;3,824698181;35,93801666;13,59737941;3;;;;
8:17;8;17;497;;;1,47264244;27,24678047;11,79925314;5;;;;
8:17;8;17;497;;;0,81337964;9,389304809;11,68062884;0;;;;
8:22;8;22;502;;;1,024029018;9,42913718;8,325356212;5;;;;
8:22;8;22;502;;;2,269231687;10,97789567;24,52943585;0;;;;
8:23;8;23;503;;;7,011721811;26,91872163;5,652830462;1;;;;
8:38;8;38;518;;;1,679424028;15,95079289;4,858087471;15;;;;
8:49;8;49;529;;;1,524441461;25,37781902;3,911921983;11;;;;
9:27;9;27;567;;;2,07950696;5,869338515;3,669218762;38;;;;
9:42;9;42;582;;;2,66168052;28,10519334;9,204760228;15;;;;
10:00;10;0;600;;;2,089158957;8,116731791;9,046608245;18;;;;
10:10;10;10;610;;;4,620438564;42,52398205;4,208723223;10;;;;
10:27;10;27;627;;;1,634393046;7,817340849;28,31106649;17;;;;
10:29;10;29;629;;;3,39274936;4,374719857;11,10346839;2;;;;
